spin,company_name,status,phone,mailing_address,mailing_city,mailing_state,mailing_zip,physical_address,physical_city,physical_state,physical_zip,last_updated
143018402,Advanced Nationwide Messaging Corporation,Closed,703-660-9300,6910 Richmond Highway,Alexandria,VA,22306,6910 Richmond Highway,Alexandria,VA,22306,2024-06-28T10:33:00.000
143018403,"Mobilfone Services, L.P.",Closed,703-660-9300,6910 Richmond Highway,Alexandria,VA,22306,6910 Richmond Highway,Alexandria,VA,22306,2024-06-28T10:33:00.000
143018405,"Motorola Worldwide Information Network Services, Inc,.",Closed,480-726-1107,1347 North Alma School Road,Chandler,AZ,85224,1347 North Alma School Road,Chandler,AZ,85224,2024-06-28T10:33:00.000
143018407,"CTC Communications of VA, Inc.",Active,781-362-5819,5 Wall Street,Burlington,MA,01803,5 Wall Street,Burlington,MA,01803,2024-06-28T10:33:00.000
143018414,"Wausau Cellular Telephone Company, L.P.",Closed,920-498-1769,P.O. Box 5370,DePere,WI,54115,P.O. Box 5370,DePere,WI,54115,2024-06-28T10:34:00.000
143018415,"Southern Pacific Communications, Inc",Closed,310-632-8995,1176 Sandhill Avenue,Carson,CA,90746,1176 Sandhill Avenue,Carson,CA,90746,2024-06-28T10:34:00.000
143018418,Spencer Service Company,Closed,215-721-9800,4031 Bethlehem Pike,Telford,PA,18969,4031 Bethlehem Pike,Telford,PA,18969,2024-06-28T10:34:00.000
143018421,Miami Business Telephone,Active,305-669-6164,4933 SW 74th Court,Miami,FL,33155,4933 SW 74th Court,Miami,FL,33155,2024-06-28T10:34:00.000
143018423,"Symbolic Technology, Inc.",Active,972-247-6888,11365 Grissom Lane,Dallas,TX,75229,11365 Grissom Lane,Dallas,TX,75229,2024-06-28T10:34:00.000
143018425,FairPoint Communications,Closed,518-242-5012,521 East Morehead Street,Charlotte,NC,28202,521 East Morehead Street,Charlotte,NC,28202,2024-06-28T10:34:00.000
143018426,"Air Tech Services, Inc.",Closed,409-588-1667,13843 Hwy 105 West,Conroe,TX,77304,13843 Hwy 105 West,Conroe,TX,77304,2024-06-28T10:34:00.000
143018427,"Solitaire Communication, Inc.",Closed,504-641-6025,57205 Hardin Road,Slidell,LA,70461,57205 Hardin Road,Slidell,LA,70461,2024-06-28T10:34:00.000
143018428,"GHEMM Company, Inc.",Closed,907-452-5191,P.O. Box 70507,Fairbanks,AK,99707,P.O. Box 70507,Fairbanks,AK,99707,2024-06-28T10:34:00.000
143018429,"Cook Consulting, Inc.",Closed,828-294-3378,1015 Rolling Green Drive,Newton,NC,28658,1015 Rolling Green Drive,Newton,NC,28658,2024-06-28T10:34:00.000
143018432,"Airwave Wireless Communications, Inc. dba Panhandle Networx",Closed,308-220-3822,P.O. Box 2514,Scottsbluff,NE,69363,P.O. Box 2514,Scottsbluff,NE,69363,2024-06-28T10:35:00.000
143018438,Illinois Nine Corporation,Closed,415-526-2203,618 North Commerical,Harrisburg,IL,62946,618 North Commerical,Harrisburg,IL,62946,2024-06-28T10:35:00.000
143018441,BIT Technology Center,Closed,631-271-7100,505 Walt Whitman Road,Melville,NY,11747,505 Walt Whitman Road,Melville,NY,11747,2024-06-28T10:35:00.000
143018442,Tacoma Public Utilities,Closed,253-502-8537,3628 South 35th Street,Tacoma,WA,98409,3628 South 35th Street,Tacoma,WA,98409,2024-06-28T10:35:00.000
143018444,Neotech Computer Solutions,Closed,209-383-0806,1901 Grogan Avenue,Merced,CA,95340,1901 Grogan Avenue,Merced,CA,95340,2024-06-28T10:35:00.000
143018445,Smart_Data Systems,Closed,630-832-8934,850 Parkside Ave,Elmhurst,IL,60126,850 Parkside Ave,Elmhurst,IL,60126,2024-06-28T10:35:00.000
143018462,"Computer Center, Inc.",Closed,915-570-7050,P.O. Box 51203,Midland,TX,79710,P.O. Box 51203,Midland,TX,79710,2024-06-28T10:36:00.000
143018463,R Scott Davis DBA Integrated Communications Services,Closed,916-782-1300,600 Commerce Drive,Rosewood,CA,95678,600 Commerce Drive,Rosewood,CA,95678,2024-06-28T10:36:00.000
143018465,Peco Energy dba Exelon Infostructure Services,Closed,610-676-7296,2600 Monroe Boulevard,Norristown,PA,19403,2600 Monroe Boulevard,Norristown,PA,19403,2024-06-28T10:36:00.000
143018466,"Wireless One, Inc.",Closed,601-933-7700,2506 Lakeland Drive,Jackson,MS,39208,2506 Lakeland Drive,Jackson,MS,39208,2024-06-28T10:36:00.000
143018467,Lundquist Computing,Closed,815-244-1153,105 S. East Street,Mt.Carroll,IL,61053,105 S. East Street,Mt.Carroll,IL,61053,2024-06-28T10:36:00.000
143018468,"Verteks Consulting, Inc.",Closed,352-401-0909,1328 SE 25th Loop,Ocala,FL,34471,1328 SE 25th Loop,Ocala,FL,34471,2024-06-28T10:36:00.000
143018470,Root Automation,Active,530-842-2690,112 4H Way,Yreka,CA,96097,112 4H Way,Yreka,CA,96097,2024-06-28T10:36:00.000
143018473,Western Extraline Company,Closed,816-421-8404,1470 Liberty Street,Kansas City,MO,64102,1470 Liberty Street,Kansas City,MO,64102,2024-06-28T10:37:00.000
143018475,"PowerSchool, L.L.C.",Closed,719-547-9349,11290 Point East Drive,Rancho Cordova,CA,95742,11290 Point East Drive,Rancho Cordova,CA,95742,2024-06-28T10:37:00.000
143018477,"Harvest Computers, Inc.",Closed,281-367-3355,26742 I-45 North,Spring,TX,77386,26742 I-45 North,Spring,TX,77386,2024-06-28T10:37:00.000
143018478,CompUSnet Internet Services,Closed,301-519-0300,15958B Shady Grove Road,Gaithersburg,MD,20877,15958B Shady Grove Road,Gaithersburg,MD,20877,2024-06-28T10:37:00.000
143018481,"Computer Resources, Inc.",Closed,712-325-6990,2100 W. Broadway,Council Bluffs,IA,51501,2100 W. Broadway,Council Bluffs,IA,51501,2024-06-28T10:37:00.000
143018483,Eastern Shores Library System,Closed,920-208-4900,4632 South Taylor Drive,Sheboygan,WI,53081,4632 South Taylor Drive,Sheboygan,WI,53081,2024-06-28T10:37:00.000
143018484,"InterLink Solutions, L.L.C.",Closed,417-849-3202,P.O. Box 14317,Springfield,MO,65814,P.O. Box 14317,Springfield,MO,65814,2024-06-28T10:37:00.000
143018486,"Midwest Information Technology Group, L.L.C.MITG",Closed,573-221-0535,17 Northport Plaza,Hannibal,MO,63401,17 Northport Plaza,Hannibal,MO,63401,2024-06-28T10:37:00.000
143018490,Premise Distribution Services,Active,651-203-0301,1879 Buerkle Rd.,White Bear Lk,MN,55110,1879 Buerkle Rd.,White Bear Lk,MN,55110,2024-06-28T10:38:00.000
143018492,"Best Byte, Inc.",Closed,864-369-2983,9 North Main Street,Honea Path,SC,29654,9 North Main Street,Honea Path,SC,29654,2024-06-28T10:38:00.000
143018496,Access-Isp,Closed,716-695-4372,2972 Niagara Falls Blvd.,North  Tonawanda,NY,14120,2972 Niagara Falls Blvd.,North  Tonawanda,NY,14120,2024-06-28T10:38:00.000
143018497,"Power Diversified, Inc.",Active,505-239-6582,3607 Sunstar Loop SW,Albuquerque,NM,87105,3607 Sunstar Loop SW,Albuquerque,NM,87105,2024-06-28T10:38:00.000
143018498,"Mona Electrical Services, Inc.",Closed,301-868-8400,7915 Malcolm Road,Clinton,MD,20735,7915 Malcolm Road,Clinton,MD,20735,2024-06-28T10:38:00.000
143018500,Advanced Computer Systems,Closed,909-656-3443,231 East Alessandro #A-226,Riverside,CA,92508,231 East Alessandro #A-226,Riverside,CA,92508,2024-06-28T10:38:00.000
143018501,Lakehead Datacom,Closed,218-624-1881,4631 Mike Colalillo Drive,Duluth,MN,55807,4631 Mike Colalillo Drive,Duluth,MN,55807,2024-06-28T10:38:00.000
143018502,"Moment Construction Co., Inc.",Closed,310-470-9155,2140 Westwood Blvd.,Los Angeles,CA,90025,2140 Westwood Blvd.,Los Angeles,CA,90025,2024-06-28T10:38:00.000
143018503,"Communications Splicing & Electronics, Inc.",Closed,340-774-6351,P.O. Box 5049,ST. Thomas,VI,00803,P.O. Box 5049,ST. Thomas,VI,00803,2024-06-28T10:38:00.000
143018506,Newspaper Electronics Corporation,Closed,816-523-5993,5737 Swope Pkwy,Kansas City,MO,64130,5737 Swope Pkwy,Kansas City,MO,64130,2024-06-28T10:38:00.000
143018507,"MAXnet Services, Inc.",Closed,518-585-9272,135 Montcalm Street,Ticonderoga,NY,12883,135 Montcalm Street,Ticonderoga,NY,12883,2024-06-28T10:38:00.000
143018508,DCR Enterprises,Closed,218-326-2508,3500 County Road 76,Grand Rapids,MN,55744,3500 County Road 76,Grand Rapids,MN,55744,2024-06-28T10:38:00.000
143018509,Work Telcom Services,Closed,303-713-1600,7108 S. Alton Way,Englewood,CO,80112,7108 S. Alton Way,Englewood,CO,80112,2024-06-28T10:38:00.000
143018510,"Bird, Paton and Associates",Closed,626-405-0145,123 Morgan Alley,Pasadena,CA,91105,123 Morgan Alley,Pasadena,CA,91105,2024-06-28T10:38:00.000
143018511,"Sterling Computer Center, Inc.",Active,970-522-4203,120 Main Street,Sterling,CO,80751,120 Main Street,Sterling,CO,80751,2024-06-28T10:39:00.000
143018512,"Cus-Tel Wiring Service, Inc.",Closed,708-460-6312,14414 First Avenue,Orland Park,IL,60462,14414 First Avenue,Orland Park,IL,60462,2024-06-28T10:39:00.000
143018513,General Office Machine Company,Closed,661-327-3207,1119 California Avenue,Bakersfield,CA,93304,1119 California Avenue,Bakersfield,CA,93304,2024-06-28T10:39:00.000
143018514,"Tera Byte, Ltd",Closed,630-969-7120,4949 Forest Ave.,Downers Grove,IL,60515,4949 Forest Ave.,Downers Grove,IL,60515,2024-06-28T10:39:00.000
143018517,"Wireless USA,  L.L.C. dba ST. Louis Electronics",Closed,314-615-3144,148 Weldon Parkway,Maryland Heights,MO,63043,148 Weldon Parkway,Maryland Heights,MO,63043,2024-06-28T10:39:00.000
143018518,"Blackfoot Communications, Inc.",Active,406-541-5889,1221 North Russell Street,Missoula,MT,59808,1221 North Russell Street,Missoula,MT,59808,2023-12-07T14:27:00.000
143018519,"Affordable Voice Communications, Inc",Active,575-523-7500,1000 North Main Street,Las Cruces,NM,88001,1000 North Main Street,Las Cruces,NM,88001,2024-06-28T10:39:00.000
143018521,"Paracom, Inc.",Closed,206-574-0122,1101 SW Klickitat Way,Seattle,WA,98134,1101 SW Klickitat Way,Seattle,WA,98134,2024-06-28T10:39:00.000
143018525,"Spok, Inc.",Active,703-269-6760,6850 Versar Center Suite 420,Springfield,VA,22151,6850 Versar Center Suite 420,Springfield,VA,22151,2020-01-15T15:54:00.000
143018526,Century El Centro Cellular Corp,Closed,732-556-2200,"3349 Rt. 138, Bldg A",Wall,NJ,07719,"3349 Rt. 138, Bldg A",Wall,NJ,07719,2024-06-28T10:39:00.000
143018527,"Powertel/Kentucky, Inc.",Closed,425-378-4797,1233 O. G. Skinner Drive,West Point,GA,31833,1233 O. G. Skinner Drive,West Point,GA,31833,2024-06-28T10:39:00.000
143018535,"Equant Network Services, Inc.",Closed,703-689-7237,12490 Sunrise Valley Drive,Reston,VA,20196,12490 Sunrise Valley Drive,Reston,VA,20196,2024-06-28T10:40:00.000
143018537,New Millennium ConQuest Service Corporation,Closed,614-764-2933,5500 Frantz Road,Dublin,OH,43017,5500 Frantz Road,Dublin,OH,43017,2024-06-28T10:40:00.000
143018540,"inContact, Inc.",Active,801-320-3490,"75 West Towne Ridge Pkwy, Tower 1",Sandy,UT,84070,"75 West Towne Ridge Pkwy, Tower 1",Sandy,UT,84070,2017-03-29T13:42:00.000
143018545,CCI Technology Group,Closed,248-614-8000,2717 Industrial Row,Troy,MI,48084,2717 Industrial Row,Troy,MI,48084,2024-06-28T10:40:00.000
143018550,Institutional Systems Service Corp.,Closed,201-670-0005,160 Hopper Avenue,Waldwick,NJ,07463,160 Hopper Avenue,Waldwick,NJ,07463,2024-06-28T10:40:00.000
143018552,Technology Connection,Closed,785-227-3522,P.O. Box 342,Lindsborg,KS,67456,P.O. Box 342,Lindsborg,KS,67456,2024-06-28T10:40:00.000
143018554,"Comtek Computer Systems, Inc.",Closed,916-859-7000,2751 Mercantile Drive,Rancho  Cordova,CA,95742,2751 Mercantile Drive,Rancho  Cordova,CA,95742,2024-06-28T10:41:00.000
143018556,"RDE System Support Group, LLC",Closed,973-773-0244,1195 Clifton Avenue,Clifton,NJ,07013,1195 Clifton Avenue,Clifton,NJ,07013,2024-06-28T10:41:00.000
143018560,Interconnect Systems Corporation,Closed,256-882-1305,2950 Drake Avenue,Huntsville,AL,35805,2950 Drake Avenue,Huntsville,AL,35805,2024-06-28T10:41:00.000
143018562,"G.C. Monaco Electric Of CT, Inc.",Closed,203-929-7970,349 Waverly Road,Shelton,CT,06484,349 Waverly Road,Shelton,CT,06484,2024-06-28T10:41:00.000
143018564,"Michigan Microtech, Inc.",Closed,517-773-9500,2185 East Remus Road,Mt. Pleasant,MI,48858,2185 East Remus Road,Mt. Pleasant,MI,48858,2024-06-28T10:41:00.000
143018565,"Systems Connect, Inc.",Closed,912-356-9920,601 East 66th Street,Savannah,GA,31405,601 East 66th Street,Savannah,GA,31405,2024-06-28T10:41:00.000
143018566,"A&H Electric, Inc.",Closed,320-597-2222,19705 190th Street,Richmond,MN,56368,19705 190th Street,Richmond,MN,56368,2024-06-28T10:41:00.000
143018571,Diversified Products International,Closed,602-589-5500,P.O. Box 16032,Phoenix,AZ,85011,P.O. Box 16032,Phoenix,AZ,85011,2024-06-28T10:41:00.000
143018573,Advanced Digital Solutions,Closed,810-385-9255,3081 Commerce Drive,Fort Gratiot,MI,48059,3081 Commerce Drive,Fort Gratiot,MI,48059,2024-06-28T10:41:00.000
143018574,"ETI, L.L.C.",Active,856-753-9840,175 Cross Keys Road,Berlin,NJ,08009,175 Cross Keys Road,Berlin,NJ,08009,2024-06-28T10:41:00.000
143018575,"Altman Telephone Service, Inc.",Closed,724-547-0600,2100 Route 819 North,Mt. Pleasant,PA,15666,2100 Route 819 North,Mt. Pleasant,PA,15666,2024-06-28T10:42:00.000
143018577,"Consolidated Communications Enterprise Services, Inc.",Closed,217-234-5749,121 S 17th Street,Mattoon,IL,61938,121 S 17th Street,Mattoon,IL,61938,2025-12-17T08:01:00.000
143018579,Jacksonville Cellular Telephone Company,Closed,,8410 West Bryn Mawr,Chicago,IL,60631,8410 West Bryn Mawr,Chicago,IL,60631,2025-10-04T08:05:00.000
143018583,Gordon Electric Company,Closed,313-838-6666,15310 W. McNichols,Detroit,MI,48235,15310 W. McNichols,Detroit,MI,48235,2024-06-28T10:42:00.000
143018585,"Wombat Internet Guild, Inc.",Closed,650-463-1832,236 Hamilton Avenue,Palo Alto,CA,94301,236 Hamilton Avenue,Palo Alto,CA,94301,2024-06-28T10:42:00.000
143018586,"Information Access Technologies, Inc.",Closed,770-226-8969,1827 Powers Ferry Road,Atlanta,GA,30339,1827 Powers Ferry Road,Atlanta,GA,30339,2024-06-28T10:42:00.000
143018590,"C Systems, Inc.",Closed,517-790-8268,P.O. Box 5570,Saginaw,MI,48603,P.O. Box 5570,Saginaw,MI,48603,2024-06-28T10:42:00.000
143018592,Integrity Communications,Active,361-242-1000,P.O. Box 260154,Corpus Christi,TX,78426,P.O. Box 260154,Corpus Christi,TX,78426,2024-06-28T10:42:00.000
143018593,Lewis & Clark Library System,Closed,618-656-3216,425 Goshen Road,Edwardsville,IL,62025,425 Goshen Road,Edwardsville,IL,62025,2024-06-28T10:42:00.000
143018598,Meeting Tree Computer Corp.,Closed,914-534-8340,P.O. Box 446,Cornwall on Hudson,NY,12520,P.O. Box 446,Cornwall on Hudson,NY,12520,2024-06-28T10:43:00.000
143018601,"Northern Communications Group, Inc.",Closed,970-593-1865,2383 W. 8th Street,Loveland,CO,80537,2383 W. 8th Street,Loveland,CO,80537,2024-06-28T10:43:00.000
143018602,"Advanced Connectivity, Incorporated",Closed,225-201-0600,2424 Williams Blvd,Kenner,LA,70062,2424 Williams Blvd,Kenner,LA,70062,2024-06-28T10:43:00.000
143018606,"Robison Computer Services, Inc.",Closed,218-427-2602,10431 Bachelor Square,Meadowlands,MN,55765,10431 Bachelor Square,Meadowlands,MN,55765,2024-06-28T10:43:00.000
143018608,"PentaSafe, Inc.",Closed,888-400-2834,802 Lovett  Blvd,Houston,TX,77006,802 Lovett  Blvd,Houston,TX,77006,2024-06-28T10:43:00.000
143018609,"Fisk Information Technologies, A division of Fisk Electric",Active,713-868-6111,10855 Westview Drive,Houston,TX,77043,10855 Westview Drive,Houston,TX,77043,2024-06-28T10:43:00.000
143018612,"M.M. Parrish Construction Company, Inc.",Closed,352-378-1571,3455 SW 42nd Avenue,Gainesville,FL,32608,3455 SW 42nd Avenue,Gainesville,FL,32608,2024-06-28T10:43:00.000
143018618,"Garrahan Electric, Inc.",Active,916-638-3798,3338 Luyung Drive,Rancho Cordova,CA,95742,3338 Luyung Drive,Rancho Cordova,CA,95742,2024-06-28T10:44:00.000
143018620,Sentry Computer Services,Closed,704-525-1170,4823 South Tryon Street,Charlotte,NC,28217,4823 South Tryon Street,Charlotte,NC,28217,2024-06-28T10:44:00.000
143018621,"Independent Networks, LC",Active,712-866-8000,19 West Maple Street,Ringsted,IA,50578,19 West Maple Street,Ringsted,IA,50578,2016-02-19T11:33:00.000
143018633,"Audio Systems Company, Inc.",Closed,701-223-3800,1815 Michigan Avenue,Bismarck,ND,58502,1815 Michigan Avenue,Bismarck,ND,58502,2024-06-28T10:44:00.000
143018667,"Northwest Communications Network, LC",Closed,712-776-2222,107 South State Street,Terril,IA,51364,107 South State Street,Terril,IA,51364,2024-06-28T10:46:00.000
143018669,360 Communications Co of Nevada Limited Partnership,Closed,402-436-4466,One Allied Drive,Little Rock,AR,72202,One Allied Drive,Little Rock,AR,72202,2024-06-28T10:46:00.000
143018690,"Global Research Systems, Inc.",Closed,706-232-9221,886 Horseleg Creek Road SW,Rome,GA,30165,886 Horseleg Creek Road SW,Rome,GA,30165,2024-06-28T10:47:00.000
143018691,"ClayCom, Inc.",Closed,256-354-2864,P.O. Box 355,Lineville,AL,36266,P.O. Box 355,Lineville,AL,36266,2024-06-28T10:47:00.000
143018692,"RCB Industries, Inc.",Closed,248-288-6600,1030 North Crooks Road,Clawson,MI,48017,1030 North Crooks Road,Clawson,MI,48017,2024-06-28T10:47:00.000
143018693,Nova Data Communications,Closed,510-881-1126,26344 Fairview Avenue,Hayward,CA,94544,26344 Fairview Avenue,Hayward,CA,94544,2024-06-28T10:47:00.000
143018704,Compucare,Closed,616-245-5371,3247 Brooklyn SE,Grand Rapids,MI,49508,3247 Brooklyn SE,Grand Rapids,MI,49508,2024-06-28T10:48:00.000
143018711,Mahoning County Ed service Ctr,Closed,330-702-9820,425 W Main St,Canfield,OH,44406,425 W Main St,Canfield,OH,44406,2024-06-28T10:48:00.000
143018712,"Wilkins Wood Mace Associates, Ltd.",Closed,843-669-8266,2721 David Mcleod Blvd,Florence,SC,29502,2721 David Mcleod Blvd,Florence,SC,29502,2024-06-28T10:48:00.000
143018715,"J.P. Daily & Sons, Inc.",Closed,516-254-0436,88 A Brook Avenue,Deer Park,NY,11729,88 A Brook Avenue,Deer Park,NY,11729,2024-06-28T10:48:00.000
143018716,Watson Computers,Closed,205-338-7300,P.O. Box 1183,Pell City,AL,35125,P.O. Box 1183,Pell City,AL,35125,2024-06-28T10:48:00.000
143018717,"T.K.G. Technologies, LLC",Closed,908-832-6262,P.O. Box 255,Califon,NJ,07830,P.O. Box 255,Califon,NJ,07830,2024-06-28T10:48:00.000
143018721,"Diamond Consulting, Inc.",Closed,630-586-0000,998 Lombard Road,Lombard,IL,60148,998 Lombard Road,Lombard,IL,60148,2024-06-28T10:48:00.000
143018733,Tri Tel Inc.,Closed,307-568-2445,P.O. Box 350,Basin,WY,82410,P.O. Box 350,Basin,WY,82410,2024-06-28T10:49:00.000
143018741,"Communications 1 Long Distance, Inc",Closed,641-762-3772,105 South Main St,Kanawha,IA,50447,105 South Main St,Kanawha,IA,50447,2024-06-28T10:49:00.000
143018762,Nextel,Closed,703-762-7522,1505 Farm Credit Drive,McLean,VA,22102,1505 Farm Credit Drive,McLean,VA,22102,2024-06-28T10:50:00.000
143018769,"MediaOne Telecommunications of Virginia, Inc",Closed,303-858-3528,188 Invernes Drive West,Englewood,CO,80112,188 Invernes Drive West,Englewood,CO,80112,2024-06-28T10:51:00.000
143018770,"MediaOne Telecommunications of Michigan, Inc",Closed,303-858-3528,188 Inverness Drive West,Englewood,CO,80112,188 Inverness Drive West,Englewood,CO,80112,2024-06-28T10:51:00.000
143018772,"MediaOne Telecommunications of Massachusetts, Inc.",Closed,303-858-3528,188 Inverness Drive West,Englewood,CO,80112,188 Inverness Drive West,Englewood,CO,80112,2024-06-28T10:51:00.000
143018782,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital of TX Hwy S,Austin,TX,78746,1122 Capital of TX Hwy S,Austin,TX,78746,2024-06-28T10:51:00.000
143018784,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital Of TX Hwy S,Austin,TX,78746,1122 Capital Of TX Hwy S,Austin,TX,78746,2024-06-28T10:51:00.000
143018786,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital of TX Hwy S,Austin,TX,78746,1122 Capital of TX Hwy S,Austin,TX,78746,2024-06-28T10:51:00.000
143018788,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital of TX Hwy S,Austin,TX,78746,1122 Capital of TX Hwy S,Austin,TX,78746,2024-06-28T10:51:00.000
143018789,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital Of TX Hwy S,Austin,TX,78746,1122 Capital Of TX Hwy S,Austin,TX,78746,2024-06-28T10:51:00.000
143018790,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital Of TX Hwy S,Austin,TX,78746,1122 Capital Of TX Hwy S,Austin,TX,78746,2024-06-28T10:52:00.000
143018791,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital Of TX Hwy S,Austin,TX,78746,1122 Capital Of TX Hwy S,Austin,TX,78746,2024-06-28T10:52:00.000
143018792,Broadwing Communications LLC,Closed,512-742-6443,1122 Capital Of TX Hwy S,Austin,TX,78746,1122 Capital Of TX Hwy S,Austin,TX,78746,2024-06-28T10:52:00.000
143018796,Real Navigation Systems Corp. dba Real Telephone Company,Closed,415-440-5700,P.O. Box 640410,San Francisco,CA,94164,P.O. Box 640410,San Francisco,CA,94164,2024-06-28T10:52:00.000
143018809,Freedom Ring Communications,Active,603-766-1788,359 Corporate Dr.,Portsmouth,NH,03801,359 Corporate Dr.,Portsmouth,NH,03801,2019-10-16T12:31:00.000
143018811,"Wireless II, LLC dba Nebraska Wireless",Closed,970-867-6767,1224 W. Platte Ave.,Fort Morgan,CO,80701,1224 W. Platte Ave.,Fort Morgan,CO,80701,2024-06-28T10:52:00.000
143018812,"BWTelcom Long Distance, Inc.",Active,308-423-2000,607 Chief Street,Benkelman,NE,69021,607 Chief Street,Benkelman,NE,69021,2024-01-02T14:14:00.000
143018824,"Cox Iowa Telcom, LLC",Active,678-645-0220,6205-B Peachtree Dunwoody Road,Atlanta,GA,30328,6205-B Peachtree Dunwoody Road,Atlanta,GA,30328,2024-01-12T13:13:00.000
143018838,"Chicago Electrical Services, Inc.",Closed,773-925-9292,7736 S. Claremont Avenue,Chicago,IL,60620,7736 S. Claremont Avenue,Chicago,IL,60620,2024-06-28T10:54:00.000
143018839,"USAonline, Inc.",Closed,915-570-4300,3945 Doniphon Park Circle,El Paso,TX,79922,3945 Doniphon Park Circle,El Paso,TX,79922,2024-06-28T10:54:00.000
143018841,"Nichols Advanced Technologies, Inc.",Closed,512-342-2850,8911 Capital Of Texas Hwy,Austin,TX,78759,8911 Capital Of Texas Hwy,Austin,TX,78759,2024-06-28T10:54:00.000
143018842,"ALLTech Services, Inc.",Closed,601-898-7778,100 Jones Street,Madison,MS,39110,100 Jones Street,Madison,MS,39110,2024-06-28T10:54:00.000
143018847,"Central System Communication, Inc.",Closed,510-786-1681,28301 Industrial Blvd,Hayward,CA,94545,28301 Industrial Blvd,Hayward,CA,94545,2024-06-28T10:54:00.000
143018849,C&H Computers,Closed,540-726-2317,P.O. Box 135,Rich Creek,VA,24147,P.O. Box 135,Rich Creek,VA,24147,2024-06-28T10:54:00.000
143018850,Virginia RSA 6 LLC,Active,540-946-4554,1154 Shenandoah Village Drive,Waynesboro,VA,22980,1154 Shenandoah Village Drive,Waynesboro,VA,22980,2024-06-28T10:54:00.000
143018853,"Broadwing Communications, LLC",Closed,512-742-6443,1122 Capital of TX Hwy S,Austin,TX,78746,1122 Capital of TX Hwy S,Austin,TX,78746,2024-06-28T10:54:00.000
143018854,"Innovative Ideas, Inc.",Closed,612-947-0060,7317 Cahill Road,Minneapolis,MN,55439,7317 Cahill Road,Minneapolis,MN,55439,2024-06-28T10:54:00.000
143018855,"Myco Telecommunications, Inc.",Closed,888-243-7011,"3514 Clinton Parkway, Suite A342",Lawrence,KS,66047,"3514 Clinton Parkway, Suite A342",Lawrence,KS,66047,2024-06-28T10:54:00.000
143018856,"MultiNet Services, L.L.C. dba MultiNet Connections",Closed,704-525-2381,4421 Stuart Andrew Blvd.,Charlotte,NC,28277,4421 Stuart Andrew Blvd.,Charlotte,NC,28277,2024-06-28T10:54:00.000
143018857,eOn Communications,Active,662-396-4172,"4105 Royal Drive NW, Suite 100",Kennesaw,GA,30144,"4105 Royal Drive NW, Suite 100",Kennesaw,GA,30144,2024-06-28T10:55:00.000
143018859,"Businex, Inc.",Closed,619-578-8585,7950 Silverton Avenue,San Diego,CA,92126,7950 Silverton Avenue,San Diego,CA,92126,2024-06-28T10:55:00.000
143018860,WCTA Long Distance,Active,641-592-6105,704 East Main Street,Lake Mills,IA,50450,704 East Main Street,Lake Mills,IA,50450,2024-06-28T10:55:00.000
143018861,Computer Euphoria,Closed,505-523-9400,1125 North Solano Drive,Las Cruces,NM,88001,1125 North Solano Drive,Las Cruces,NM,88001,2024-06-28T10:55:00.000
143018862,Clabaugh Electric,Closed,515-587-2114,314 East Iowa St.,Klemme,IA,50449,314 East Iowa St.,Klemme,IA,50449,2024-06-28T10:55:00.000
143018863,"Mo-Net, Inc.",Closed,417-235-8291,508 Farm Road 1090,Monett,MO,65708,508 Farm Road 1090,Monett,MO,65708,2024-06-28T10:55:00.000
143018864,Corporate Computer Services,Closed,216-741-9211,4352 Pearl Road,Cleveland,OH,44109,4352 Pearl Road,Cleveland,OH,44109,2024-06-28T10:55:00.000
143018870,"B.C. Systems, Inc.",Closed,603-425-0112,14 Carousel Ct.,Londonderry,NH,03053,14 Carousel Ct.,Londonderry,NH,03053,2024-06-28T10:55:00.000
143018871,"Diversified Business Services, Inc.",Closed,718-331-7459,1689 86th Street,Brooklyn,NY,11214,1689 86th Street,Brooklyn,NY,11214,2024-06-28T10:55:00.000
143018872,"Tactical Designs, Inc.",Closed,503-761-3636,547 SE 130th Avenue,Portland,OR,97236,547 SE 130th Avenue,Portland,OR,97236,2024-06-28T10:55:00.000
143018874,The Board Of Education of the Vocational Schools in the Co,Closed,732-257-3300,112 Rues Lane,East Brunswick,NJ,08816,112 Rues Lane,East Brunswick,NJ,08816,2024-06-28T10:55:00.000
143018883,"Satellink Paging, LLC",Closed,770-652-2645,1100 Northmeadow Parkway,Rosewell,GA,30076,1100 Northmeadow Parkway,Rosewell,GA,30076,2024-06-28T10:56:00.000
143018886,"Firstlight Fiber, Inc.",Active,518-694-8716,27 Fair Street,Norway,ME,04268,27 Fair Street,Norway,ME,04268,2022-11-17T13:09:00.000
143018905,Z-Net Consulting Services,Closed,972-222-8381,619 Spring Mills Road,Mesquite,TX,75181,619 Spring Mills Road,Mesquite,TX,75181,2024-06-28T10:57:00.000
143018906,4 Square Video Conferencing L.L.C.,Closed,808-377-1282,P.O. Box 241048,Honolulu,HI,96824,P.O. Box 241048,Honolulu,HI,96824,2024-06-28T10:57:00.000
